id,venue_county,event_type,live,zipcode,participate,codee,important,codeg,money,codeh,source,resource,name,email,trouble
,,,,,Moon,vt,,,,,,,,,
cm06,Dutchess,,Poughkeepsie,12603,music,m,Bardavon,v-multi,live performance venue for multiple arts,,,humusic**?,,,
,,,,,dance,d,Falcon,vm,,,,Chronogram,,,
,,,,,museums,v-mu,Vassar,vc,,,,Almanac,,,
,,,,,galleries,ag,Bard College,vc,,,,WKZE,,,
,,,,,movies,v-mo,Cunneen-Hackett,v-mp,,,,WAMC,,,
,,,,,,,Upstate Films,v-flm,,,,amr (AMH?),,,
,,,,,,,Storm King Arts Center,ag,,,,,,,
,,,,,,,DIA,mg-s,,,,,,,
,,,,,,,Helsinki,am,,,,,,,
,,,,,,,,vm,,,,,,,
tv01,Dutchess,,Germantown,12526,gallery openings,ago,Tivoli Artists Co-op - Erotic Show,agrp,,,Bard College,,,,
,,,,,county fairs,e-fair,Center for the Performing Arts at Rhinebeck,as,,,,,,,
,,,,,,,Bard College,vt,,,,,,,
,,,,,,,,vc,,,,,,,
tv02,Dutchess,,Greenville,12083,ccca,vc,,,more theater,t,fb,WAMC,,,
,,,,,gcca,vc,,,,,,recommendations,,,
,,,,,Tivoli Artists Co,agrp,,,,,,,,,
,,,,,op,,,,,,,,,,
tv03,Dutchess,,Tivoli,12583,Tivoli Artist Coop shows,agrp,artswalk in Hudson,aos,"more local galleries
",ag,word of mouth,fb,,,
,,,,,,ag,Dutchess County Fairgrounds,v-multi,,,friends,Tivoli Artists Co-op,,,
,,,,,,,,,,,,,,,
tv04,Dutchess,,"Poughquag
",12570,Tivoli Artists Co,agrp,Tivoli Artists Co-op - Erotic Show,agrp,affordable arts school,,,fb,,,
,,,,,op,,,,,,,Almanac,,,
,,,,,Garrison Art Center,ag,,as,accessable,,,Chronogram,,,
,,,,,Beacon events,ac,,,,,,Tivoli Artists Co-op,,,
,,,,,Spark Media Project,c-tr,,,,,,,,,
,,,,,,ac,,,,,,,,,
,,,,,,aed,,,,,,,,,
,,,,,,ag-f,,,,,,,,,
tv05,Dutchess,,Tivoli,12583,art galleries,ag,galleries,ag,representational art galleries,ag,,,,,
,,,,,Bardavon,v-multi,theater,t,,,,,,,
,,,,,UPAC,v-multi,music,m,,,,,,,
tv06,Dutchess,,Red Hook,12578,movies,v-mo,Red Hook Literary Festival,f-lit,new,,RHCAN gallery website,Chronogram,,,
,,,,,theater,t,movies fest,v-mo,bigger space for art gallery in Red Hook,,,local news,,,
,,,,,photography,ag-photo,Woodstock Film Festival,f-flm,,,,NPR,,,
,,,,,painting,ag-s,open studio tours,aos,,,,RHCAN,,,
,,,,,sculpture.  galleries in Dutchess and Ulster,ag,wine festivals in Dutchess Fairgrounds,c-tf,,,,,,,
,,,,,participate in movies and literature festivals,lr,Saugerties Garlic Fest,c-tf,,,,,,,
,,,,,,,street town festivals,f-st,,,,,,,
tv07,Dutchess,,Tivoli,12578,Tivoli Artists Co,agrp,street painting festival,,outdoor music venue,,,,,,
,,,,,op,,,,,,,,,,
,,,,,Tangent,tc,Rhinebeck Farmers market,,,,,,,,
,,,,,Upstate Films,v-flm,Red Hook Literary Festival,,,,,,,,
,,,,,Rhinebeck Center for Performing Arts,tc,,,,,,,,,
,,,,,Boscobel,v-mp,,,,,,,,,
"tv08
",Dutchess,,Tivoli,12583,tag,ag,tag,vo,traveling shows from major museums,,newspapers,WKZE,,,
,,,,,ASK,agrp,Hudson opera house,vc,,,,,,,
,,,,,Red Hook Community Arts Network,vc,Bard College,,,,,,,,
,,,,,Bard,,,,,,,,,,
,,,,,dance,,,,,,,,,,
"br01
",Dutchess,,Poughkeepsie,12603,theater,t,special mansion events,c-th,broadway,,"individual mansion websites
",HV publications,,,
,,,,,galleries,ag,Music in the Park,m,,,,Arts Mid-Hudson,,,
,,,,,gardens,c-th,Vassar Galleries,v-out,,,,Adriance,,,
,,,,,mansions,v-mo,town events,vc,,,,,,,
,,,,,events,mc,,ag,,,,,,,
,,,,,movies,,,e-loc,,,,,,,
,,,,,concerts,,,,,,,,,,
"br02
",Dutchess,,Poughkeepsie,12601,Cunneen,v-mp,Cunneen-Hackett,v-mp,,,Upstate Films website,Kaatsbaan and Upstate mailings,,,
,,,,,Hackett Theater,,,,,,,,,,
,,,,,Falcon,vm,NPS - Vanderbilt and Roosevelt,c-th,,,PoJo,,,,
,,,,,dance in Tivoli,d,,,,,,,,,
,,,,,ARS chorals,mc,,,,,,,,,
,,,,,Mid,v-multi,,,,,,,,,
,,,,,Hudson Heritage Center,,,,,,,,,,
,,,,,Upstate Films,v-flm,,,,,,,,,
,,,,,La Guelaguetza,f-cult,,,,,,,,,
,,,,,Dragon Boat Festival,f-cult,,,,,,,,,
,,,,,,v-out,,,,,,,,,
br03,Dutchess,,Poughkeepsie,12603,Bard College,vc,Bard,vc,,,,PoJo,,,
,,,,,,,Bardavon,v-multi,,,,WAMC,,,
,,,,,,,UPAC,v-multi,,,,,,,
br04,Dutchess,,Hyde Park,12538,music,v,music,m,"happy with all we have
",,phvec**?,,,,
,,,,,art,a,art,a aed,,,historical society,,,,
,,,,,lectures,aed,lectures,,,,,,,,
br05,Dutchess,,Poughkeepsie,12603,book clubs,l,theater,t,,,,,,,
,,,,,readings,lr,,,,,,,,,
br06,Dutchess,,Poughkeepsie,12601,Cunneen,v-mp,Mid-Hudson library,v-lib,community concert band,,,,,,
,,,,,Hackett,,,,,,,,,,
,,,,,mlt library,v-lib,SUNY Ulster,vc,,,,,,,
,,,,,SUNY Ulster,mc,,,,,,,,,
,,,,,Springside,c-t,,,,,,,,,
,,,,,Words Words Words,lr,,,,,,,,,
br07,Dutchess,,Poughkeepsie,12603,,,Hudson Valley Shakespeare Festival - Boscobel,f-lt,live theater - plays and musicals,,,,,,
br08,Dutchess,,Poughkeepsie,12603,Cunneen Hackett,v-mp,,,,,,PoJo,,,
,,,,,Vassar music,vm,,,,,,college flyers,,,
,,,,,Bardavon,v-multi,,,,,,NPR,,,
,,,,,,,,,,,,Vassar Temple,,,
br09,Dutchess,,Poughkeepsie,12601,Dutchess Community College,vc,,,,,library,,,,
,,,,,,,,,,,DCC,,,,
br10,Dutchess,,Poughkeepsie,12603,Bardavon,v-multi,Cunneen Hackett,v-mp,more theater,,,,,,
,,,,,opera,,,,,,,,,,
,,,,,Vassar concerts,mg-o,Hudson Valley Philharmonic,mc,more cultural movie houses,,,,,,
,,,,,,,County Players,vt,,,,,,,
,,,,,,,,tcom,,,,,,,
br11,Dutchess,,Poughkeepsie,12601,Bardavon,v-multi,Vassar,vc,,,,"PoJo
",,,
,,,,,cls classes,,Bard College,vc,,,,,,,
,,,,,,,Bardavon,v-multi,,,,,,,
br12,Dutchess,,Poughkeepsie,12603,Vassar Skinner Hall,vm,Skinner Hall of Music,vm,,,mailing from County Players and arts at Vassar,,,,
,,,,,Francis Lehman Loeb Art Center,am,Vassar,,,,Library Rotunda newsletter,,,,
,,,,,Poughkeepsie Library Big Read,v-lib,,,,,,,,,
,,,,,County Players,lr,,,,,,,,,
,,,,,quild club,vcom,,,,,,,,,
br13,Dutchess,,Poughkeepsie,12603,opera,mg-o,ethnic celebrations,v-cult,bring the ballet and opera to area,,,PoJo,,,
,,,,,concerts (classical usually),mcv-lib,Big Read,lr,,,,Fulton Ave Book Club,,,
,,,,,library(pplo),v-lib,,,,,,,,,
,,,,,wallace center,c-th,,,,,,,,,
br14,Dutchess,,Hopewell Junction,12533,Vassar concerts,mc,Bardavon,v-multi,live theater,tl,,PoJo,,,
,,,,,Powerhouse Theater,vc,,,daytime events - midweek,,,Fulton Ave Book Club,,,
,,,,,Upstate Films,vt,,,,,,,,,
,,,,,libraries,v-flm,,,,,,,,,
,,,,,Towne Crier,v-lib,,,,,,,,,
,,,,,Bardavon,v-com,,,,,,,,,
,,,,,Locust Grove,m-live,,,,,,,,,
,,,,,historic Hudson,v-multi,,,,,,,,,
,,,,,high school theater,v-multi,,,,,,,,,
,,,,,,c-t,,,,,,,,,
,,,,,,vs,,,,,,,,,
br15,Dutchess,,Poughkeepsie,12603,library events,v-lib,library events,v-lib,opera,mg-0,,"PoJo
",,,
,,,,,plays,t,,,,,,,,,
,,,,,museums,v-mu,,,,,,,,,
br16,Dutchess,,Poughkeepsie,12603,Bardavon,v-multi,,,,,,PoJo,,,
,,,,,County Players,vcom,,,,,,,,,
,,,,,gallery at Locust Grove,ag,,,,,,,,,
br17,Dutchess,,Poughkeepsie,12601,Cunneen,v-mp,music,m,book store,,,PoJo,,,
,,,,,Hackett,,,,,,,Chronogram,,,
,,,,,Springside,c-t,heritage and cultural sites,c-th,downtown Poughkeepsie and return of Arts Mid-Hudson to downtown,,,arts newspapers,,,
,,,,,Words Words Words,v-out,library events,v-lib,,,,WMHT,,,
,,,,,SUNY Ulster(Music),lr,,,,,,various organizations,,,
,,,,,Mid,vm,,,,,,,,,
,,,,,Hudson Heritage Center,,,,,,,,,,
,,,,,Roosevelt site. library,vc,,,,,,,,,
,,,,,,v-multi,,,,,,,,,
,,,,,,c-th,,,,,,,,,
br18,Dutchess,,Poughkeepsie,12601,college events,vc,Bardavon,v-mulit,large art gallery work of well-known artists,,,PoJo,,,
,,,,,Bardavon,v-multi,Bard College,vc,concert hall like Carnegie,,,AAUW,,,
,,,,,Cunneen,v-mp,Vassar,vc,,,,Adriance Library,,,
,,,,,Hackett,,,,,,,,,,
,,,,,Barrett Art Center,ac,,,,,,,,,
,,,,,Rotunda Gallery,ag,,,,,,,,,
,,,,,Adriance,,,,,,,,,,
,,,,,historic homes,v-lib,,,,,,,,,
,,,,,,c-th,,,,,,,,,
a1,Dutchess,,Highland,12528,1st saturdays,aos,art galleries,ag,concert hall (art room) with view of Hudson river,,,Chronogram,,,
,,,,,concerts,ag,Vassar college,vc,,,,New Paltz Times,,,
,,,,,gallery,mc,SUNY New Paltz,vc,,,,WAMC,,,
a2 ,Dutchess,,Tivoli,12583,Tivoli gallery,,,,more theater,,local newpapers,WAMC,,,
,,,,,galleries in Hudson,,,,,,,referrals,,,
,,,,,,,,,,,,,,,
a3 ,Dutchess,,Barrytown,12507,music concerts,mc,UPAC,v-multi,"more music and music festivals
",,local newspapers,Chronogram,,,
,,,,,,,,,,,,referrals,,,
a4,Dutchess,,Rhinebeck,12572,Tivoli Artists Co,agrp,Tivoli gallery,ag,,,,,,,
,,,,,op,,,,,,,,,,
,,,,,galleries in Hudson,ag,Bard College,vc,,,,,,,
,,,,,,,county fair,v-multi,,,,,,,
a5,Dutchess,,"Lenox, MA",1240,gallery openings,ago,theater,t,,,fb,,,,
,,,,,art fairs,af,,,,,,,,,
"a6
",Dutchess,,Saugerties,12477,WAAM,agrp,Bard College,vc,community arts center with spring wood dance studios,,,Watershed Post,,,
,,,,,Mount Tremper Arts Center,v-mp,Mount Tremper Arts,v-mp,,,,Rural Intelligence,,,
,,,,,Fisher Center for Performing Arts,v-mp,,,,,,Arts Mid-Hudson eblast,,,
,,,,,church,vm,,,,,,Chronogram,,,
,,,,,based recitals,,,,,,,fb,,,
,,,,,galleries,vt,,,,,,libraries in Woodstock and Saugerties,,,
,,,,,Sinterklaas,v-ch,,,,,,,,,
,,,,,,ag,,,,,,,,,
,,,,,,f,,,,,,,,,
a7,Dutchess,,Saugerties,12477,,,,,,,,,,,
a8,Ulster,,Bearsville,12409,openings,as,arts and quality music events,a,video art festival,f-flm,fb,Chronogram,,,
,,,,,Roos Arts,,,,,,,Ulster Publishing,,,
,,,,,KMOCA,aos,,m,,,,WAMC,,,
,,,,,storefornt,ag,,,,,,,,,
,,,,,WAAM,agrp,,,,,,,,,
,,,,,Center for Photography,ag,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,Woodstock,,,,,,,,,,
,,,,,Kleinert/James,ag-photo,,,,,,,,,
,,,,,festivals,ag,,,,,,,,,
a9,Ulster,,Rhinebeck,12572,O+ Festival,af,,,art bus/ mobile print making studio,,,,,,
,,,,,Artrider,**,,,,,,,,,
,,,,,bike for cancer,f-flm,,,,,,,,,
,,,,,Woodstock Film Festival,,,,,,,,,,
a10,Ulster,,Saugerties,12477,galleries,ag,"
",,workshop where artist and performers of all discipline could meet,,fb,Ulster Publishing,,,
,,,,,music,m,,,,,,,,,
,,,,,dance events,d,,,,,,,,,
"a11
",Ulster,,Malden,12453,Upstate Films,v-flm,Bardavon,v-multi,a social dancing club,vd,,Ulster Publishing,,,
,,,,,SUNY New Paltz,vc,Rosendale Theater,vt,,,,,,,
,,,,,WAAM,agrp,Sinterklaas,c-t,,,,,,,
,,,,,Bard College,vc,Arm of the Sea Theater,t,,,,,,,
a12,Ulster,,Saugerties,12477,art events,as,aa tour,**,free concerts,,Daily Freeman,WDST,,,
,,,,,Saugerties artist tour,aos,Opus 40,ag,high end gallery,,fb,NPR,,,
,,,,,openings,m,Maverick,ag-s,community art space,,,Chamber of commerce,,,
,,,,,music,vm,,vm,,,,,,,
,,,,,Maverick,m-cs,,m-cs,,,,,,,
,,,,,Opus 40,ag,,,,,,,,,
,,,,,Bethel Woods,ag-s,,,,,,,,,
,,,,,,ac,,,,,,,,,
a13,Ulster,,Saugerties,12477,SPAC,v-mp,music and performance,m,amphitheater,,Ticketmaster,WPDH,,,
,,,,,UPAC,v-multi,,p,,,,,,,
,,,,,Mid,v-multi,,,,,,,,,
,,,,,Hudson Civic Center,,,,,,,,,,
,,,,,Chance,v-com,,,,,,,,,
a14,Ulster,,Suagerties,12490,galleries,ag,,,,,fb,,,,
,,,,,performance,p,,,,,recommendations,,,,
a15,Ulster,,Stone Ridge,12484,concerts,mc,performing arts,p,,,Arts Mid-Hudson ,Chronogram,,,
,,,,,galleries,ag,traditional galleries,ag,,,,WDST,,,
,,,,,Mid,as,,,,,,,,,
,,,,,Hudson arts events,,,,,,,,,,
a16,Ulster,,Saugerties,12477,Woodstock,cft,Saugerties Artist Studio tour,aos,more musical events,,fb,,,,
,,,,,New Paltz Art and Craft fair,,,,,,,,,,
,,,,,Garlic Fest,af,Quail Hollow Events,as,,,Saugerties Times,,,,
,,,,,Saugerties Artist Studio Tour,c-tf,,cft,,,Art Times,,,,
,,,,,,aos,,,,,,,,,
a17,Ulster,,Saugerties,12477,Bearsville,v-mp,music,m,theater arts,t,,,,,
a18,Ulster,,Kingston,12401,galleries,ag,music,m,more musical events,,fb,,,,
,,,,,dance,d,gallery openings,ago,,,,,,,
,,,,,concerts,mc,,,,,,,,,
a19,Ulster,,Palenville,12463,Thomas Cole House,c-th,,,theater and music,t,,local news paper inserts,,,
,,,,,open house in sept,,,,,m,,Catskill Daily Mail,,,
,,,,,,,,,,,,Chronogram,,,
,,,,,,,,,,,,channel 23(lighthouseTV),,,
a20,Ulster,,Rhinebeck,12572,gallery tours,ago,Bard College theater,vt,small art museum,am,fb,Chronogarm,,,
,,,,,uptown,aos,Vassar art galleries,ag,more music,m,,newspapers,,,
,,,,,music and performance,v-flm,open studio tours,am,,,,WKZE,,,
,,,,,Center for the Performing Arts at Rhinebeck,m,County Players,aos,,,,WDST,,,
,,,,,Arm of Sea,v-per,,tcom,,,,Bard College email,,,
,,,,,,vt,,,,,,book club,,,
,,,,,,tc,,,,,,,,,
a21,Ulster,,Woodstock,12498,Arts Upstairs,ag,art galleries,ag,more art galleries,ag,Woodstock aatimes,,,,
,,,,,WAAM,agrp,,,,,,,,,
,,,,,Kleinart/James 5x7 show,as,,,,,,,,,
,,,,,TheaterSounds,vt,,,,,,,,,
,,,,,Tivoli Artists Co,agrp,,,,,,,,,
,,,,,Op,,,,,,,,,,
a22,Ulster,,Catskill,12463,1st Friday Saugerties,aos,,,,,fb,101.5,,,
,,,,,Woodstock 1st,ago,,,,,instagram,,,,
,,,,,galleries,ago,,,,,,,,,
,,,,,Phoenicia,c-tr,,,,,,,,,
a23,Ulster,,Saugerties,12477,museums,v-mu,Phoenicia Festival of the Voice,fm,balance of venues,,,Chronogram,,,
,,,,,Walkway Over the Hudson,v-tl,0+ Festival,af,,,,wold**?,,,
,,,,,galleries,ag,concerts,mc,,,,Arts Mid-Hudson,,,
,,,,,,,,,,,,Rotary,,,
a24,Ulster,,Suagerties,12477,WAAM,ag,WAAM,ag,Mass MOCA type place,,,Chronogram,,,
,,,,,KMOCA,ag,Center for Photography,ag,,,,Ulster Magazine,,,
,,,,,Roos Arts,ag,WDSK,am,,,,WDST,,,
,,,,,galleries,ag,Samuel Dorsky Museum of  Art,ac,,,,WKZE,,,
,,,,,artist talks,,Woodstock Byrdcliffe Guild,,,,,,,,
a25,Ulster,,Millbrook,12545,Bardavon,v-multi,Bardavon,v-multi,support existing venues,,Arts Mid-Hudson,PoJo,,,
,,,,,Barrett Art Center,ac,DIA,am,including dance,,fb,PBS-TV stations,,,
,,,,,Bard College,vc,Storm King Arts Center,ag,ballet,,,WAMC,,,
,,,,,Vassar,vc,UPAC,ag-s,,,,Rotary network,,,
,,,,,DIA,am,,v-mullti,,,,,,,
a26,Ulster,,Poughkeepsie,12603,art receptions,as,anything that supports local artists,,,,websites: Arts Mid-Hudson,fb,,,
,,,,,community theater,t,writers,,,,Beacon,instagram,,,
,,,,,literary events,l,musicians,,,,ASK,NY Times,,,
,,,,,,,,,,,,Enjoy - PoJo,,,
a27,Ulster,,Millbrook,12545,Bard College Fisher Center,v-mp,Bardavon,v-multi,,,websites,WAMC,,,
,,,,,Millbrook Winery Art in the loft,as,Hudson Valley Philharmonic,mc,,,Arts Mid-Hudson,fb,,,
,,,,,Bardavon,v-multi,UPAC,mg-sy,,,Bard College,PoJo,,,
,,,,,HVP,vt,Fisher Center for Performing Arts,v-multi,,,Bardavon,wrhv**? (WRRV or WHVW),,,
,,,,,UPAC,tc,Storm King Arts Center,v-mp,,,Hudson Valley Philharmonic,Millbrook Music Assembly,,,
,,,,,Met Broadcasts,v-multi,DIA,ag,,,UPAC,,,,
,,,,,Millbrook School Holbrook arts center,mg-sy,,ag-s,,,,,,,
,,,,,Hotchkill concerts,ag,,am,,,,,,,
,,,,,Millbrook Arts group,mc,,,,,,,,,
,,,,,Millbrook Music Assembly,as,,,,,,,,,
,,,,,,m,,,,,,,,,
a28,Ulster,,New Paltz,12561,Thomas Cole House,c-t,Woodstock Film Festival,f-flm,English contradancers,df,,Chronogram,,,
,,,,,Olana,c-t,historic sites and homes,c-t,folk dancers,df,,WDST,,,
,,,,,Boscobel,c-tr,exhibits,as,folk arts exhibits,cft,,,,,
,,,,,Beacon,lp,,,live music,m-live,,,,,
,,,,,Newburgh,**,,,caller and dancing (no partner necessary),d,,,,,
,,,,,Hudson Valley poets,,,,,,,,,,
,,,,,Forex,as,,,,,,,,,
,,,,,art shows,cft,,,,,,,,,
,,,,,arts and craft fairs.  Rosendale: art shows,v-multi,,,,,,,,,
,,,,,movies.  Woodstock: movies festival,v-flm,,,,,,,,,
,,,,,WAAM,ac,,,,,,,,,
,,,,,Byrdcliffe English contradancers,vm,,,,,,,,,
,,,,,,df,,,,,,,,,
a29,Ulster,,Rhinebeck,12572,Taste of Rhinebeck,c-tf,all are wonderful,,more of the same!! music venue,vm,fb,AAA,,,
,,,,,Olana,c-t,,,,,,referrals,,,
,,,,,Millbrook Winery,c-tf,,,,,,,,,
,,,,,Rhinebeck Craft Fair,f-cft,,,,,,,,,
,,,,,Bard College,vc,,,,,,,,,
,,,,,Claremont,**,,,,,,,,,
a30,Ulster,,Rhinebeck,12572,Taste of Rhinebeck,c-tf,Woodstock,c-t,art shows,as,web: what to do in HV,local free newspapers,,,
,,,,,Olana,c-t,Rhinebeck Craft Fair,f-cft,more music venues,vm,,98.5 WCTW,,,
,,,,,Millbrook Winery,c-tf,Bard College,vc,small clubs to listen to music,v-com,,recommendations,,,
,,,,,Hudson Valley Wine and Food Festival,c-tf,Vanderbilt mansion,c-t,,,,,,,
,,,,,,f,history,c-t,,,,,,,
,,,,,,,art,a,,,,,,,
a31,Ulster,,Poughkeepsie,12603,art shows,as,,,museums,v-mu,,Art Centro,,,
,,,,,theater,t,,,,,,Arts Mid-Hudson newsletter,,,
,,,,,concert,mc,,,,,,recommendations,,,
a32,Ulster,,Woodstock,12498,music,m,music,m,artist retreat for musicians,,,Woodstock Times,,,
,,,,,dance,d,arts,a,,,,NY Times,,,
,,,,,theater,t,crafts,cft,,,,wezr**?,,,
,,,,,arts/crafts fairs,a,,,,,,WAMC,,,
,,,,,,cft,,,,,,,,,
a33,Ulster,,Tillson,12486,theater,t,dance,d,dance - more of it,"d
",fb,TWC TV,,,
,,,,,dance,d,,,diverse dance genres,,,Daily Freeman,,,
,,,,,museums,v-mu,,,,,,WAMC,,,
,,,,,historical sites,c-th,,,,,,WKNY,,,
a34,Ulster,,Poughquag,12570,Rhinebeck Craft Fair,af,,,folk music revival,,,NY Times,,,
,,,,,Millbrook New Year's Eve,cft,,,landscape artists conventions,,,public channel 8 TV,,,
,,,,,recitals Beacon,c-t,,,fans of Longfellow,,,,,,
,,,,,classical piano,mc,,,,,,,,,
,,,,,,mc,,,,,,,,,
a35,Ulster,,Poughkeepsie,12507,Hindu Samaj temple,**,,,more dance,d,,Hindu Samaj,,,
,,,,,cultural programs,v-cult,,,music,m,,,,,
,,,,,,,,,painting,a,,,,,
a36,Ulster,,Hopewell Junction,12533,Mill Street Loft,"ac
",RHCAN,af,more art programs at school,,google,,,,
,,,,,,,,,,,fb,,,,
a37,Ulster,,Hopewell Junction,12533,Mill Street Loft,"ac
",RHCAN,af,more art museums,am,google,,,,
,,,,,,,,,programs for students,aed,fb,,,,
a38,Ulster,,Beacon,12508,galleries,ag,,,foreign movies,,,Chronogram,,,
,,,,,DIA,am,,,,,,Vassar,,,
,,,,,,,,,,,,,,,
hm01,Dutchess,,Woodstock,12498,Performing Arts of Woodstock,vt,Performing Arts of Woodstock,vt,Broadway production,,,PoJo,,,
,,,,,Shandaken Theatrical,tc,Bardavon,v-multi,esp - dramas,,,Daily Freeman,,,
,,,,,Festival of the Voice,vt,Shandaken Theatrical Society,vt,,,,WDST,,,
,,,,,,vm,UPAC,tc,,,,St John's Church of Woodstock,,,
,,,,,,,,v-multi,,,,,,,
hm02,Dutchess,,Beacon,12508,Beacon arts events,aos,pop culture,**,****Beacon theater,,fb,,,,
,,,,,,,benefits,,,,twitter,,,,
,,,,,,,,,,,recommendations,,,,
hm03,Dutchess,,Poughkeepsie,12603,Half,tc,theater,t,plays,t,recommentations,,,,
,,,,,Moon,,,,,,email news,,,,
hm04,Dutchess,,Poughkeepsie,12603,Dutchess County Fair Grounds,v-multi,Sheep and Wool Festival,f-cult,more dance events,d,web: PoJo,PoJo,,,
,,,,,Poughkeepsie Riverfront,c-tl,Asian Festival,v-out,live music (jazz),m-live,,97.7 WCZX,,,
,,,,,Vassar,vc,,c-cult,,mg-j,,recommendations,,,
hmo5,Dutchess,,Stone Ridge,12484,SUNY New Paltz,vc,theater,t,,,,,,,
,,,,,Center for the Performing Arts at Rhinebeck,vt,concerts,mc,,,,,,,
,,,,,UPAC,v-multi,,,,,,,,,
mim01,Dutchess,,Poughkeepsie,12603,Millerton Moviehouse,v-flm,independent movies theater,v-flm,farm-to table museum,,movies,Chronogram,,,
,,,,,Upstate Films,v-flm,DIA,am,farm history museum,,websites,,,,
,,,,,bookstores lectures,lr,DutchessCounty Fairgrounds,v-multi,mass moca type complex on Hudson water front,,,,,,
mim02,Dutchess,,Dover Plains,12512,Bardavon,v-multi,Bardavon,v-multi,,,PoJo,Millerton News,,,
,,,,,Millerton Moviehouse,v-mo,UPAC,v-multi,,,fb,Southern Dutchess News,,,
,,,,,,v-flm,Tri-State Playhouse,vt,,,,Hudson Valley News,,,
mim03,Dutchess,,Pine Plains,12567,fall for arts (Millerton),af,Bardavon,v-multi,active theater,"
",,WKZE,,,
,,,,,,,Towne Crier,v-com,,,,WHDD (Sharon,,,
,,,,,,,Center for the Performing Arts at Rhinebeck,vt,,,,CT),,,
,,,,,,,,,,,,WAMC,,,
mim04,Dutchess,,Millerton,12546,artist show,as,fall for arts,af,,,,Dutchess County Tourism,,,
,,,,,fall for arts,af,spring for sound,fm,,,,K104,,,
,,,,,spring for sound concerts,fm,Howland Cultural Center,v-mp,,,,97.2 WRRV,,,
,,,,,north east corner or Dutchess county,cft,,,,,,103.3 WQQQ (Sharon,,,
,,,,,handcrafts,,,,,,,CT),,,
mim05,Dutchess,,"Lakeville, CT",6039,,,,,theater,t,poster,,,,
,,,,,,,,,art,a,newspapers,,,,
,,,,,,,,,sculpture,mgs,magazines,,,,
mim06,Dutchess,,Millerton,12546,,,celtic music,mg-f,,,,,,,
Akin01,Dutchess,art,Brewster,10509,Southeast Museum,v-mu,all important,,art museum,am,,recommendations,,,
,,,,,Putnam history museum,v-mu,,,,,,,,,
,,,,,putnam arts council,a-org,,,,,,,,,
,,,,,Pleasantville music society,mg-chm,,,,,,,,,
,,,,,danbury music center,vm,,,,,,,,,
,,,,,concerts and art exhibit,mc,,,,,,,,,
,,,,,,ac,,,,,,,,,
Akin02,Dutchess,art,New Milfort,6776,art openings,aos,galleries,ag,,,,,,,
,,,,,music,m,,,,,,,,,
Akin03,Dutchess,art,,,,,,,,,,,,,
Akin04,Dutchess,art,Brewster,10509,Studio Around the Corner,ag,VOB Film Festival,f-film,,,fb,WHUD,,,
,,,,,Brewster,,,,,,,recommendation from Cindy Snow,,,
,,,,,Arts on the Lake Putnam,af,Studio Around the Corner - Brewster,,,,,,,,
,,,,,,,Arts on the Lake,,,,,,,,
Akin05,Dutchess,art,"Sherman, CT",6784,theater,t,,,,,,tv - wfsb,,,
,,,,,art shows,as,,,,,,radio-wshv/wpkn,,,
,,,,,,,,,,,,recommendations,,,
Akin06,Dutchess,art,Pawling,12564,art openings,ago,,,public art projects - gardens in empty spaces,,web: Arts Mid-Hudson,Harlem Valley Arts fb page,,,
,,,,,museums,as,,,cultural center on east side of Dutchess,,Art Along the Hudson,Chronogram,,,
,,,,,festivals,m,,,,,,Pawling Public Radio,,,
,,,,,,f,,,,,,Arts Mid-Hudson email,,,
Akin07,Dutchess,art,Pawling,12564,,,,,more shows,,twitter,,,,
Akin08,Dutchess,art,Staatsburg,12580,concerts,mc,Shahinian  Gallery,ag,more successful galleries,,web: Arts Mid-Hudson,Chronogram,,,
,,,,,Dutchess County Fair,v-multi,artswalk col. cty,aos,,,other artists,local papers,,,
,,,,,art shows,agrp,Sheep and Wool Festival,f-cult,,,paper,,,,
,,,,,Hyde Park Artists Coop,cft,,v-out,,,,,,,
,,,,,fibershows,l,,,,,,,,,
,,,,,library events,,,,,,,,,,
Akin09,Dutchess,art,Newburgh,12550,museums,v-mu,Storm King Arts Center,ag,non-profit art center that hires at reasonable salary ,,fb,Times Herald Record,,,
,,,,,commercial art center,v-com,DIA,ag-s,,,,,,,
,,,,,all types,,Lehman Loeb Art Center,ma,,,,,,,
,,,,,,,,am,,,,,,,
Akin10,Dutchess,art,Gardiner,12525,galleries,ag,,,more high guality music and performance spaces,,,New Paltz Times,,,
,,,,,Kingston and Beacon,c-tr,,,,,,NPR,,,
,,,,,,c-tr,,,,,,recommendations,,,
Akin11,Dutchess,art,West Shokan,12494,exhibitions,as,exhibitions,as,art gallery similar to Barrett Art Center but larger and centrally located,ag,,recommendations,,,
,,,,,dance,d,dance,d,,,,,,,
,,,,,theater,t,theater,t,,,,,,,
,,,,,music,m,music,m,,,,,,,
Akin12,Dutchess,art,Pawling,12564,art festivals,af,visual,a,performing arts s/w rural center,,web: hvmag.com,indiv artists websites,,,
,,,,,FrOGs,**,musical and literary events,m,,,hudsonalleycompass.com,NY Times,,,
,,,,,Hudson mansions,c-t,,l,,,,,,,
,,,,,app trail,c-t,,,,,,,,,
,,,,,opera,mg-o,,,,,,,,,
,,,,,County Players,tcom,,,,,,,,,
